Date,Issuer,Symbol,Lead/Joint-Lead Managers,Offer Price,Opening Price,1st Day Close,1st Day % Px Chng,$ Chg Opening,$ Chg Close,Star Ratings,Performed,$ Chg Open to Close,% Chg Open to Close,SP Week Change,SP Close to Open Chg Pct,Lead Mgr,Total Underwriters,Week Day,Month,Gap Open Pct,Open to Close Pct
2005-11-17,Dover Saddlery ,DOVR,W.R. Hambrecht+Co.,10.0,10.06,10.25,2.5,0.06,0.25,1,,0.19,1.8886679920477136,3.3431781491078527,0.0,WR Hambrecht+Co.,1,Thurs,Nov,0.5964214711729622,1.8886679920477136
2005-11-17,Under Armour ,UARM,Goldman Sachs,13.0,31.0,25.3,94.62,18.0,12.3,3,,-5.699999999999998,-18.387096774193548,3.3431781491078527,0.0,Goldman Sachs,1,Thurs,Nov,58.06451612903226,-18.387096774193544
2005-11-21,Tronox ,TRX,Lehman Brothers/JPMorgan,14.0,13.6,14.3,2.14,-0.4,0.3,1,,0.7,5.147058823529411,4.16051139304796,0.0,Lehman Brothers,2,Mon,Nov,-2.9411764705882355,5.147058823529411
2005-11-21,Union Drilling ,UDRL,JPMorgan/Jefferies,14.0,13.61,14.41,2.93,-0.39,0.41,1,,0.8,5.878030859662013,4.16051139304796,0.0,JP Morgan,2,Mon,Nov,-2.8655400440852317,5.878030859662013
2005-11-21,Brookdale Senior Living ,BKD,Goldman Sachs/Lehman Brothers,18.0,23.1,25.43,41.28,5.1,7.43,2,,2.33,10.086580086580089,4.16051139304796,0.0,Goldman Sachs,2,Mon,Nov,22.077922077922075,10.086580086580087
2005-11-29,Actions Semiconductor ,ACTS,Credit Suisse First Boston,8.0,7.9,8.0,0.0,-0.1,0.0,1,,0.1,1.2658227848101269,3.0586609357287635,0.0,CSFB,1,Tues,Nov,-1.2658227848101267,1.2658227848101267
2005-12-01,DCP Midstream Partners ,DPM,Lehman Brothers/Citigroup,21.5,22.9,23.05,7.21,1.4,1.55,3,,0.15000000000000013,0.655021834061136,2.534898108622705,0.0,Lehman Brothers,2,Thurs,Dec,6.11353711790393,0.655021834061136
2005-12-06,Vocus ,VOCS,Thomas Weisel Partners/RBC Capital Markets,9.0,9.27,10.0,11.11,0.27,1.0,2,,0.73,7.874865156418555,2.2166965500552367,0.0,Thomas Weisel Partners,2,Tues,Dec,2.9126213592233015,7.874865156418555
2005-12-09,WiderThan ,WTHN,JPMorgan/Merrill Lynch,12.0,14.5,12.0,0.0,2.5,0.0,1,,-2.5,-17.24137931034483,2.000471550765823,0.0,JP Morgan,2,Fri,Dec,17.24137931034483,-17.24137931034483
2005-12-09,Basic Energy Services ,BAS,Goldman Sachs/Credit Suisse First Boston,20.0,22.0,21.5,7.5,2.0,1.5,3,,-0.5,-2.272727272727273,2.000471550765823,0.0,Goldman Sachs,2,Fri,Dec,9.090909090909092,-2.272727272727273
2005-12-09,Cynosure ,CYNO,Citigroup,15.0,16.99,18.93,26.2,1.99,3.93,2,,1.94,11.41848145968217,2.000471550765823,0.0,Citigroup,1,Fri,Dec,11.712772218952326,11.418481459682168
2005-12-12,Scopus Video Networks ,SCOP,Thomas Weisel Partners/CIBC Worldmarkets,7.0,7.02,7.24,3.43,0.02,0.24,1,,0.22,3.133903133903134,1.3332752934257466,0.0,Thomas Weisel Partners,2,Mon,Dec,0.2849002849002849,3.133903133903134
2005-12-12,CapitalSouth Bancorp ,CAPB,Sterne Agee & Leach,18.5,19.0,18.5,0.0,0.5,0.0,2,,-0.5,-2.631578947368421,1.3332752934257466,0.0,Sterne Agee & Leach,1,Mon,Dec,2.631578947368421,-2.631578947368421
2005-12-12,DealerTrack Holdings ,TRAK,Lehman Brothers/JP Morgan,17.0,19.75,19.25,13.24,2.75,2.25,3,,-0.5,-2.5316455696202533,1.3332752934257466,0.0,Lehman Brothers,2,Mon,Dec,13.924050632911392,-2.5316455696202533
2005-12-13,Suntech Power Holdings ,STP,Credit Suisse First Boston/Morgan Stanley,15.0,20.35,21.2,41.33,5.35,6.2,2,,0.8500000000000005,4.17690417690418,0.9741509292997356,0.0,CSFB,2,Tues,Dec,26.289926289926285,4.17690417690418
2005-12-14,Republic Property Trust,RPB,Lehman Brothers/Bear Stearns,12.0,12.0,12.0,0.0,0.0,0.0,1,,0.0,0.0,1.002516495246756,0.0,Lehman Brothers,2,Wed,Dec,0.0,0.0
2005-12-14,Somaxon Pharmaceuticals ,SOMX,Morgan Stanley/JP Morgan,11.0,11.0,10.71,-2.64,0.0,-0.29,1,,-0.29,-2.636363636363636,1.002516495246756,0.0,Morgan Stanley,2,Wed,Dec,0.0,-2.6363636363636362
2005-12-14,Carolina National Bank ,CNCP,Scott & Stringfellow,16.0,16.85,17.0,6.25,0.85,1.0,2,,0.15000000000000002,0.8902077151335311,1.002516495246756,0.0,Scott & Stringfellow,1,Wed,Dec,5.044510385756676,0.8902077151335311
2005-12-14,Copa Holdings S.A. ,CPA,Morgan Stanley/Goldman Sachs,20.0,22.53,24.25,21.25,2.53,4.25,3,,1.7200000000000002,7.634265423879273,1.002516495246756,0.0,Morgan Stanley,2,Wed,Dec,11.2294718153573,7.634265423879273
2005-12-15,Endeavor Acquisition,EDA-U,Ladenburg Thalmann/Broadband Capital Markets,8.0,8.01,8.0,0.0,0.01,0.0,1,,-0.01,-0.12484394506866416,0.912601998249357,0.0,Ladenburg Thalmann,2,Thurs,Dec,0.12484394506866417,-0.12484394506866417
2005-12-15,Directed Electronics ,DEIX,Goldman Sachs/JP Morgan,16.0,17.0,14.0,-12.5,1.0,-2.0,3,,-3.0,-17.647058823529417,0.912601998249357,0.0,Goldman Sachs,2,Thurs,Dec,5.88235294117647,-17.647058823529413
2005-12-15,Emergency Medical Services ,EMS,Banc of America/JP Morgan,14.0,14.0,13.1,-6.43,0.0,-0.9,1,,-0.9,-6.428571428571429,0.912601998249357,0.0,Banc of America,2,Thurs,Dec,0.0,-6.42857142857143
2005-12-15,Spansion ,SPSN,Citigroup/Credit Suisse First Boston,12.0,12.0,13.55,12.92,0.0,1.55,1,,1.55,12.916666666666668,0.912601998249357,0.0,Citigroup,2,Thurs,Dec,0.0,12.916666666666668
2005-12-16,Star Maritime Acquisition ,SEA-U,Maxim Group/EarlyBirdCapital,10.0,9.9,9.92,-0.8,-0.1,-0.08,1,,0.020000000000000004,0.20202020202020207,0.4211373221743378,0.0,Maxim Group,2,Fri,Dec,-1.0101010101010102,0.20202020202020207
2005-12-16,Boulder Specialty Brands ,BDSBU,Citigroup/Roth Capital Partners,8.0,9.0,9.0,12.5,1.0,1.0,1,,0.0,0.0,0.4211373221743378,0.0,Citigroup,2,Fri,Dec,11.11111111111111,0.0
2005-12-20,CRM Holdings ,CRMH,Sandler O'Neill/KeyBanc Capital Markets,13.0,13.11,13.0,0.0,0.11,0.0,2,Missed,-0.11,-0.8390541571319604,0.1956390721215131,0.0,Sandler O'Neil + Partners,2,Tues,Dec,0.8390541571319604,-0.8390541571319604
2005-12-20,Pixelplus Ltd. ,PXPL,Jefferies Broadview/WR Hambracht+Co.,8.0,8.03,8.01,0.12,0.03,0.01,1,,-0.02,-0.24906600249066,0.1956390721215131,0.0,Jefferies,2,Tues,Dec,0.37359900373599003,-0.24906600249066002
2005-12-21,NUCRYST Pharmaceuticals ,NCST,Jefferies,10.0,10.0,10.0,0.0,0.0,0.0,1,,0.0,0.0,0.1701828286761232,0.0,Jefferies,1,Wed,Dec,0.0,0.0
2006-01-12,Linn Energy LLC ,LINE,RBC Capital Markets/Lehman Brothers,21.0,25.1,22.0,4.76,4.1,1.0,2,,-3.1,-12.350597609561751,2.7192209666917537,0.0,RBC Capital Markets,2,Thurs,Jan,16.33466135458167,-12.350597609561751
2006-01-18,Western Refining,WNR,Banc of America/Deutsche Bank,17.0,19.0,18.59,9.35,2.0,1.59,3,,-0.4099999999999999,-2.1578947368421053,1.167875205689814,0.0,Banc of America,2,Wed,Jan,10.526315789473683,-2.157894736842105
2006-01-19,American Railcar Industries ,ARII,UBS Investment Bank/Bear Stearns,21.0,23.07,22.96,9.31,2.07,1.96,3,,-0.10999999999999988,-0.47680970957953994,0.730693783327609,0.0,UBS Investment Bank,2,Thurs,Jan,8.972691807542262,-0.47680970957954
2006-01-24,Argyle Security Acquisition ,ARGLU,Rodman & Renshaw/I-Bankers,8.0,8.0,7.95,-0.62,0.0,-0.05,1,,-0.05,-0.625,0.7493424586892293,0.0,Rodman & Renshaw,2,Tues,Jan,0.0,-0.625
2006-01-25,Calumet Specialty Products Partners L.P. ,CLMT,Goldman Sachs,21.5,22.02,21.75,1.16,0.52,0.25,3,Missed,-0.27,-1.226158038147139,1.4876307124004915,0.0,Goldman Sachs,1,Wed,Jan,2.3614895549500456,-1.226158038147139
2006-01-25,Highbury Financial ,HBRYU,ThinkEquity Partners/EarlyBirdCapital,6.0,6.0,6.0,0.0,0.0,0.0,1,,0.0,0.0,1.4876307124004915,0.0,ThinkEquity Partners,2,Wed,Jan,0.0,0.0
2006-01-25,Altus Pharmaceuticals ,ALTU,Merrill Lynch/Morgan Stanley,15.0,15.26,16.82,12.13,0.26,1.82,2,,1.56,10.222804718217562,1.4876307124004915,0.0,Merrill Lynch,2,Wed,Jan,1.7038007863695939,10.222804718217562
2006-01-25,Traffic.com,TRFC,W.R. Hambrecht+Co.,12.0,12.11,12.15,1.25,0.11,0.15,1,,0.04,0.3303055326176713,1.4876307124004915,0.0,WR Hambrecht+Co.,1,Wed,Jan,0.9083402146985963,0.3303055326176713
2006-01-25,Chipotle Mexican Grill ,CMG,Morgan Stanley/SG Cowen,22.0,45.0,44.0,100.0,23.0,22.0,3,,-1.0,-2.2222222222222223,1.4876307124004915,0.0,Morgan Stanley,2,Wed,Jan,51.11111111111111,-2.2222222222222223
2006-01-30,IncrediMAIL Ltd. ,MAIL,Maxim Group,7.5,9.21,8.51,13.47,1.71,1.01,1,Missed,-0.7,-7.6004343105320284,0.8040951692071294,0.0,Maxim Group,1,Mon,Jan,18.56677524429967,-7.600434310532029
2006-01-30,Regency Energy Partners L.P. ,RGNC,UBS Investment Bank/Lehman Brothers,20.0,20.01,19.81,-0.95,0.01,-0.19,2,Missed,-0.2,-0.9995002498750624,0.8040951692071294,0.0,UBS Investment Bank,2,Mon,Jan,0.04997501249375312,-0.9995002498750625
2006-01-30,H&E Equipment Services ,HEES,Credit Suisse/UBS Investment Bank,18.0,20.31,23.1,28.33,2.31,5.1,2,,2.79,13.737075332348594,0.8040951692071294,0.0,CSFB,2,Mon,Jan,11.37370753323486,13.737075332348594
2006-01-31,FortuNet ,FNET,W.R. Hambrecht + Co,9.0,9.15,9.05,0.56,0.15,0.05,1,,-0.1,-1.092896174863388,-0.020227158575695153,0.0007788731984765555,WR Hambrecht+Co.,1,Tues,Jan,1.6393442622950818,-1.0928961748633879
2006-01-31,Koppers Holdings ,KOP,Credit Suisse/UBS Investment Bank,14.0,14.6,15.75,12.5,0.6,1.75,2,,1.15,7.876712328767122,-0.020227158575695153,0.0007788731984765555,CSFB,2,Tues,Jan,4.10958904109589,7.876712328767123
2006-01-31,SGX Pharmaceuticals ,SGXP,CIBC World Markets/Piper Jaffray,6.0,6.05,6.0,0.0,0.05,0.0,1,,-0.05,-0.8264462809917356,-0.020227158575695153,0.0007788731984765555,CIBC,2,Tues,Jan,0.8264462809917356,-0.8264462809917356
2006-01-31,Ternium S.A. ,TX,Citigroup,20.0,23.05,23.37,16.85,3.05,3.37,2,,0.3200000000000003,1.3882863340564002,-0.020227158575695153,0.0007788731984765555,Citigroup,1,Tues,Jan,13.232104121475052,1.3882863340564002
2006-02-01,Digital Music Group ,DMGI,I-Bankers Securities/FTN Midwest Securities,9.75,9.75,9.25,-5.13,0.0,-0.5,2,Missed,-0.5,-5.128205128205128,-0.7805346519917588,0.0,I-Bankers,2,Wed,Feb,0.0,-5.128205128205128
2006-02-01,Iomai ,IOMI,UBS Investment Bank/SG Cowen,7.0,7.25,6.8,-2.86,0.25,-0.2,1,,-0.45,-6.206896551724138,-0.7805346519917588,0.0,UBS Investment Bank,2,Wed,Feb,3.4482758620689653,-6.206896551724138
2006-02-01,Valera Pharmaceuticals ,VLRX,UBS Investment Bank/Banc of America,9.0,9.15,9.93,10.33,0.15,0.93,1,,0.78,8.524590163934425,-0.7805346519917588,0.0,UBS Investment Bank,2,Wed,Feb,1.6393442622950818,8.524590163934425
2006-02-01,Thomas Weisel Partners Group ,TWPG,Thomas Weisel Partners/Keefe Bruyette & Woods,15.0,19.0,19.9,32.67,4.0,4.9,2,,0.9000000000000004,4.736842105263159,-0.7805346519917588,0.0,Thomas Weisel Partners,2,Wed,Feb,21.052631578947366,4.736842105263159
2006-02-02,Cardica ,CRDC,A.G. Edwards/Allen & Co.,10.0,10.19,10.35,3.5,0.19,0.35,1,,0.15999999999999998,1.5701668302257117,-0.5605983089543278,0.0,AG Edwards,2,Thurs,Feb,1.8645731108930326,1.5701668302257115
2006-02-02,Energy Transfer Equity L.P. ,ETE,UBS Investment Bank/Wachovia/ Credit Suisse,21.0,23.0,22.65,7.86,2.0,1.65,3,,-0.3500000000000001,-1.5217391304347831,-0.5605983089543278,0.0,UBS Investment Bank,3,Thurs,Feb,8.695652173913043,-1.521739130434783
2006-02-02,HealthSpring ,HS,Goldman Sachs/Citigroup/UBS Investment Bank,19.5,22.25,21.98,12.72,2.75,2.48,3,,-0.27,-1.2134831460674158,-0.5605983089543278,0.0,Goldman Sachs,3,Thurs,Feb,12.359550561797752,-1.2134831460674158
2006-02-02,SMART Modular Technologies ,SMOD,Citigroup/JP Morgan/Lehman Brothers,9.0,9.0,8.54,-5.11,0.0,-0.46,1,,-0.46,-5.1111111111111125,-0.5605983089543278,0.0,Citigroup,3,Thurs,Feb,0.0,-5.111111111111112
2006-02-06,Resource Capital ,RSO,Credit Suisse First Boston/Friedman Billings Ramsey/Citigroup/JP Morgan,15.0,14.5,14.0,-6.67,-0.5,-1.0,1,,-0.5,-3.4482758620689653,-1.7129860962426406,0.0,CSFB,4,Mon,Feb,-3.4482758620689653,-3.4482758620689653
2006-02-07,Crocs ,CROX,Piper Jaffray/Thomas Weisels Partners,21.0,30.0,28.55,35.95,9.0,7.55,3,,-1.4500000000000002,-4.833333333333334,-1.7544105174052467,0.0,Piper Jaffray,2,Tues,Feb,30.0,-4.833333333333334
2006-02-08,EXCO Resources ,XCO,JP Morgan/Bear Stearns/Goldman Sachs/AG Edwards,13.0,13.2,13.05,0.38,0.2,0.05,2,Missed,-0.15000000000000002,-1.1363636363636365,-2.1941979543024965,0.0,JP Morgan,4,Wed,Feb,1.5151515151515154,-1.1363636363636365
2006-02-08,Morton's Restaurant Group ,MRT,Wachovia,17.0,20.0,17.9,5.29,3.0,0.9,3,,-2.1,-10.500000000000002,-2.1941979543024965,0.0,Wachovia,1,Wed,Feb,15.0,-10.500000000000002
2006-02-08,NTELOS Holdings ,NTLS,Lehman Brothers/Bear Stearns,12.0,12.1,11.95,-0.42,0.1,-0.05,1,,-0.15000000000000002,-1.2396694214876036,-2.1941979543024965,0.0,Lehman Brothers,2,Wed,Feb,0.8264462809917356,-1.2396694214876036
2006-02-08,NightHawk Radiology Holdings ,NHWK,Morgan Stanley,16.0,18.75,20.65,29.06,2.75,4.65,2,,1.9000000000000004,10.133333333333336,-2.1941979543024965,0.0,Morgan Stanley,1,Wed,Feb,14.666666666666666,10.133333333333336
2006-02-09,AmComp ,AMCP,Friedman Billings Ramsey,9.0,9.02,9.0,0.0,0.02,0.0,2,Missed,-0.02,-0.22172949002217296,-0.9609313093124812,0.0,Friedman Billings Ramsey,1,Thurs,Feb,0.22172949002217296,-0.22172949002217296
2006-02-09,Acorda Therapeutics ,ACOR,Banc of America,6.0,6.17,6.72,12.0,0.17,0.72,1,,0.5499999999999999,8.914100486223662,-0.9609313093124812,0.0,Banc of America,1,Thurs,Feb,2.755267423014587,8.914100486223662
2006-02-09,Magellan Midstream Holdings ,MGG,Citigroup/Lehman Brothers/Goldman Sachs/Wachovia,22.0,24.5,24.0,9.09,2.5,2.0,2,,-0.5,-2.0408163265306123,-0.9609313093124812,0.0,Citigroup,4,Thurs,Feb,10.204081632653061,-2.0408163265306123
2006-02-13,Morgans Hotel Group ,MHGC,Morgan Stanley/Merrill Lynch,20.0,19.65,19.89,-0.55,-0.35,-0.11,2,Missed,0.24,1.2213740458015268,0.4359923616991998,0.0,Morgan Stanley,2,Mon,Feb,-1.7811704834605597,1.2213740458015268
2006-02-15,Global Logistics Acquisitions ,GLA.U,BB&T Capital Markets/EarlyBirdCapital,8.0,8.0,8.11,1.37,0.0,0.11,1,,0.11,1.375,0.6843727091119671,0.0,BB&T Capital Markets,2,Wed,Feb,0.0,1.375
2006-02-22,Liquidity Services ,LQDT,Friedman Billings Ramsey/RBC Capital Markets,10.0,10.1,12.29,22.9,0.1,2.29,2,,2.19,21.683168316831683,-0.16806169509228025,0.0,Friedman Billings Ramsey,2,Wed,Feb,0.9900990099009901,21.683168316831683
2006-02-23,Pacific Airport Group ,PAC,Credit Suisse,21.0,30.0,28.26,34.57,9.0,7.26,2,,-1.7400000000000002,-5.800000000000002,0.9835391876099279,0.0,CSFB,1,Thurs,Feb,30.0,-5.800000000000001
2006-02-28,Grubb & Ellis Realty Advisors ,GAV.U,Deutsche Bank,6.0,6.07,6.1,1.67,0.07,0.1,1,,0.03,0.4942339373970346,2.380478731490643,0.0,Deutsche Bank,1,Tues,Feb,1.1532125205930808,0.4942339373970346
2006-03-02,India Globalization Capital  ,IGC.U,Ferris Baker Watts/Ladenburg Thalmann,6.0,6.05,6.35,5.83,0.05,0.35,1,,0.3,4.958677685950414,2.905685471345673,0.0,Ferris Baker Watts,2,Thurs,Mar,0.8264462809917356,4.958677685950414
2006-03-02,Oracle Healthcare Acquisition ,OHAQU,CRT Capital/Ladenberg Thalman,8.0,8.0,8.5,6.25,0.0,0.5,1,,0.5,6.25,2.905685471345673,0.0,CRT Capital,2,Thurs,Mar,0.0,6.25
2006-03-08,Good Harbor Partners Acquisitions ,GHBAU,HCFP/Brenner Securities,8.5,8.7,9.3,9.41,0.2,0.8,1,,0.6000000000000001,6.896551724137932,1.0309947385022205,0.0,HCFP Brenner,2,Wed,Mar,2.298850574712644,6.896551724137932
2006-03-08,Good Harbor Partners Acquisitions ,GHBBU,HCFP/Brenner Securities,10.1,10.21,10.35,2.48,0.11,0.25,1,,0.14,1.3712047012732616,1.0309947385022205,0.0,HCFP Brenner,2,Wed,Mar,1.0773751224289911,1.3712047012732616
2006-03-08,Alexza Pharmaceuticals ,ALXA,Piper Jaffray/Pacific Growth Equities,8.0,8.0,8.51,6.38,0.0,0.51,1,,0.51,6.375,1.0309947385022205,0.0,Piper Jaffray,2,Wed,Mar,0.0,6.375
2006-03-09,Eagle Test Systems ,EGLT,Banc of America/Lehman Brothers,15.5,16.65,15.5,0.0,1.15,0.0,2,,-1.15,-6.906906906906906,0.23048787038787727,0.0,Banc of America,2,Thurs,Mar,6.906906906906906,-6.906906906906906
2006-03-14,TransDigm Group ,TDG,Credit Suisse/Lehman Brothers,21.0,23.65,24.1,14.76,2.65,3.1,3,,0.4500000000000002,1.9027484143763218,-0.2416010242192718,0.0,CSFB,2,Tues,Mar,11.20507399577167,1.902748414376322
2006-03-15,Acquicor Technology ,AQR.U,ThinkEquity Partners/CRT Capital Group,6.0,6.25,6.8,13.33,0.25,0.8,1,,0.55,8.8,1.1262363836692442,0.0,ThinkEquity Partners,2,Wed,Mar,4.0,8.8
2006-03-16,Echo Healthcare Acquisition ,EHHAU,Morgan Joseph/RothCapitalPartners,8.0,8.4,8.3,3.75,0.4,0.3,1,,-0.10000000000000003,-1.190476190476191,0.8006665001668415,0.0,Morgan Joseph,2,Thurs,Mar,4.761904761904762,-1.1904761904761907
2006-03-21,Nextest Systems ,NEXT,Merrill Lynch,14.0,14.0,17.1,22.14,0.0,3.1,3,,3.1,22.142857142857146,0.8469045407184224,0.0,Merrill Lynch,1,Tues,Mar,0.0,22.142857142857146
2006-03-22,North American Insurance Leanders ,NAO.U,CRT Capital Group,8.0,8.15,8.25,3.13,0.15,0.25,1,,0.1,1.2269938650306749,1.2938598503964929,0.0,CRT Capital,1,Wed,Mar,1.840490797546012,1.2269938650306749
2006-03-23,Clayton Holdings ,CLAY,William Blair/Piper Jafray,17.0,19.0,21.0,23.53,2.0,4.0,3,,2.0,10.526315789473683,1.0687439288493492,0.0,William Blair,2,Thurs,Mar,10.526315789473683,10.526315789473683
2006-03-23,Global Traffic Network ,GNET,Feltl & Company,5.0,5.3,5.2,4.0,0.3,0.2,1,,-0.09999999999999998,-1.8867924528301885,1.0687439288493492,0.0,Feltl & Co.,1,Thurs,Mar,5.660377358490567,-1.8867924528301883
2006-03-23,Tim Hortons ,THI,Goldman Sachs/RBC Capital Markets,23.16,31.95,28.17,21.62,8.79,5.01,4,,-3.78,-11.830985915492954,1.0687439288493492,0.0,Goldman Sachs,2,Thurs,Mar,27.511737089201876,-11.830985915492956
2006-03-29,China GrenTech ,GRRF,Bear Stearns,18.0,22.06,19.0,5.56,4.06,1.0,2,,-3.06,-13.871260199456026,1.3598437887581825,0.0,Bear Stearns,1,Wed,Mar,18.40435176790571,-13.871260199456028
2006-03-30,Himax Technologies ,HIMX,Morgan Stanley,9.0,9.12,8.75,-2.78,0.12,-0.25,2,Missed,-0.37,-4.057017543859649,1.9100991461613266,0.0,Morgan Stanley,1,Thurs,Mar,1.3157894736842106,-4.057017543859649
2006-03-30,Phoenix India Acquisition ,PXIAU,Rodman & Renshaw/I-Bankers Securities,8.0,8.95,8.3,3.75,0.95,0.3,1,,-0.6499999999999999,-7.2625698324022325,1.9100991461613266,0.0,Rodman & Renshaw,2,Thurs,Mar,10.614525139664805,-7.262569832402234
2006-04-04,Visicu ,EICU,Morgan Stanley,16.0,18.08,24.78,54.88,2.08,8.78,2,,6.699999999999998,37.05752212389381,1.065316903018704,0.0,Morgan Stanley,1,Tues,Apr,11.504424778761063,37.057522123893804
2006-04-05,General Finance ,GFN.U,Morgan Joseph,8.0,8.2,8.29,3.62,0.2,0.29,1,,0.08999999999999997,1.097560975609756,0.6512681606077543,0.0,Morgan Joseph,1,Wed,Apr,2.439024390243903,1.097560975609756
2006-04-05,Castle Brands ,ROX,Oppenheimer,9.0,9.3,9.0,0.0,0.3,0.0,1,,-0.3,-3.2258064516129035,0.6512681606077543,0.0,Oppenheimer,1,Wed,Apr,3.225806451612903,-3.225806451612903
2006-04-05,Goodman Global ,GGL,JPMorgan/Merrill Lynch/Goldman Sachs,18.0,20.7,20.05,11.39,2.7,2.05,2,,-0.6500000000000004,-3.1400966183574903,0.6512681606077543,0.0,JP Morgan,3,Wed,Apr,13.043478260869568,-3.14009661835749
2006-04-06,Omega Navigation Enterprises ,ONAV,Jefferies/JPMorgan,17.0,17.0,16.0,-5.88,0.0,-1.0,1,,-1.0,-5.882352941176469,0.6554035140611254,0.0,Jefferies,2,Thurs,Apr,0.0,-5.88235294117647
2006-04-06,Sealy ,ZZ,Citigroup/Goldman Sachs/JP Morgan/Banc of America,16.0,17.5,17.5,9.38,1.5,1.5,2,,0.0,0.0,0.6554035140611254,0.0,Citigroup,4,Thurs,Apr,8.571428571428571,0.0
2006-04-11,Asia Automotive Acquisition,AAACU,Rodman & Renshaw,8.0,8.7,9.4,17.5,0.7,1.4,1,,0.7,8.045977011494253,-0.6482331569882773,-0.0015439373198966847,Rodman & Renshaw,1,Tues,Apr,8.045977011494253,8.045977011494253
2006-04-11,JK Acquisition ,JKA.U,Ferris Baker Watts,6.0,6.0,6.06,1.0,0.0,0.06,1,,0.06,1.0,-0.6482331569882773,-0.0015439373198966847,Ferris Baker Watts,1,Tues,Apr,0.0,1.0
2006-04-11,Targacept ,TRGT,Deutsche Bank/Pacific Growth Equities ,9.0,9.0,8.66,-3.78,0.0,-0.34,1,,-0.34,-3.7777777777777777,-0.6482331569882773,-0.0015439373198966847,Deutsche Bank,2,Tues,Apr,0.0,-3.7777777777777777
2006-04-11,Vanda Pharmaceuticals ,VNDA,JPMorgan/Banc of America,10.0,9.55,9.68,-3.2,-0.45,-0.32,1,,0.13,1.3612565445026177,-0.6482331569882773,-0.0015439373198966847,JP Morgan,2,Tues,Apr,-4.712041884816753,1.3612565445026177
2006-04-12,Healthcare Acquisition Partners,HAQPU,FTN Midwest Securities,6.0,6.1,6.1,1.67,0.1,0.1,1,,0.0,0.0,-0.8217535953031239,0.0,FTN Midwest Securities,1,Wed,Apr,1.639344262295082,0.0
2006-04-18,Global Services Partners Acquisitions ,GSPAU,HCFP/Brenner Securities,8.5,9.55,9.51,11.88,1.05,1.01,1,,-0.040000000000000036,-0.41884816753926735,-1.352315565649844,0.0,HCFP Brenner,2,Tues,Apr,10.994764397905758,-0.41884816753926735
2006-04-18,Global Services Partners Acquisitions ,GSPBU,HCFP/Brenner Securities,10.1,10.8,10.6,4.95,0.7,0.5,1,,-0.2,-1.8518518518518516,-1.352315565649844,0.0,HCFP Brenner,2,Tues,Apr,6.481481481481481,-1.8518518518518514
2006-04-18,Terra Nova Acquisition,TNVAU,EarlyBird Capital,6.0,6.09,6.22,3.67,0.09,0.22,1,,0.13,2.134646962233169,-1.352315565649844,0.0,EarlyBirdCapital,1,Tues,Apr,1.477832512315271,2.134646962233169
2006-04-20,Omrix Biophamaceuticals ,OMRI,UBS Investment Bank,10.0,9.91,10.03,0.3,-0.09,0.03,1,,0.12,1.2108980827447022,1.2913460295747132,0.0,UBS Investment Bank,1,Thurs,Apr,-0.9081735620585267,1.2108980827447022
2006-04-20,Complete Production Services ,CPX,Credit Suisse /UBS Investment Bank,24.0,27.45,26.9,12.08,3.45,2.9,3,,-0.5500000000000003,-2.0036429872495454,1.2913460295747132,0.0,CSFB,2,Thurs,Apr,12.568306010928962,-2.0036429872495454
2006-04-25,Shanghai Century Acquisition ,SHA.U,I-Bankers/WR Hambrecht+Co,8.0,8.65,8.65,8.13,0.65,0.65,1,,0.0,0.0,1.0224956984967464,0.0,I-Bankers,2,Tues,Apr,7.514450867052023,0.0
2006-04-25,Corel ,CREL,Morgan Stanley,16.0,15.36,15.85,-0.94,-0.64,-0.15,1,,0.49,3.1901041666666665,1.0224956984967464,0.0,Morgan Stanley,1,Tues,Apr,-4.166666666666667,3.1901041666666665
2006-04-26,Harbor Acquisition ,HAC.U,Ferris Baker Watts/Brean Murray,6.0,8.65,6.23,3.83,2.65,0.23,1,,-2.42,-27.97687861271676,0.3028124934574979,0.0,Ferris Baker Watts,2,Wed,Apr,30.635838150289015,-27.97687861271676
2006-04-27,CPI International ,CPII,UBS Investment Bank/Bear Stearns,18.0,19.1,18.0,0.0,1.1,0.0,2,,-1.1,-5.7591623036649215,-0.03981989681661246,0.0,UBS Investment Bank,2,Thurs,Apr,5.7591623036649215,-5.7591623036649215
2006-04-27,RAM Holdings ,RAMR,Banc of America/Merrill Lynch,13.0,12.99,13.2,1.54,-0.01,0.2,1,,0.21,1.6166281755196306,-0.03981989681661246,0.0,Banc of America,2,Thurs,Apr,-0.07698229407236336,1.6166281755196306
2006-05-03,Delek US Holdings ,DK,Lehman Brothers/Citigroup,16.0,16.11,16.25,1.56,0.11,0.25,2,Missed,0.14,0.8690254500310367,1.2794778781735512,0.0,Lehman Brothers,2,Wed,May,0.6828057107386717,0.8690254500310367
2006-05-03,DynCorp International ,DCP,Credit Suisse/Goldman Sachs,15.0,15.0,14.94,-0.4,0.0,-0.06,2,Missed,-0.06,-0.4,1.2794778781735512,0.0,CSFB,2,Wed,May,0.0,-0.4
2006-05-04,Northstar Neuroscience,NSTR,Citigroup/Cowen,15.0,16.08,16.6,10.67,1.08,1.6,1,Missed,0.52,3.2338308457711453,1.675000186892283,-0.020641760773639693,Citigroup,2,Thurs,May,6.716417910447762,3.233830845771145
